Build tool,Group id,Artifact id,Version,Dependency group id,Dependency artifact id,Dependency version,Direct Dependency,Resolution failure
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jdbi,jdbi3-sqlobject,3.53.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jdbi,jdbi3-guava,3.53.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jdbi3,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-db,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.tomcat,tomcat-jdbc,11.0.22,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.tomcat,tomcat-juli,11.0.22,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-forms,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.media,jersey-media-multipart,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jvnet.mimepull,mimepull,1.9.15,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-jackson,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,guava,33.6.0-jre,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,failureaccess,1.0.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.j2objc,j2objc-annotations,3.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.github.ben-manes.caffeine,caffeine,3.2.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.core,jackson-core,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-guava,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-parameter-names,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-blackbird,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.smoketurner,dropwizard-swagger,4.0.5-1,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-auth,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-caffeine,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-assets,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views-freemarker,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.freemarker,freemarker,2.3.34,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-jaxrs2-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.github.classgraph,classgraph,4.8.165,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-models-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.yaml,snakeyaml,2.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-annotations-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-integration-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-core-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.xml.bind,jakarta.xml.bind-api,4.0.5,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.activation,jakarta.activation-api,2.1.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.h2database,h2,2.4.240,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-testing,5.0.2,true,
